chr1	0	2000000	2359	879426	2000000	0.4397130
chr1	2000000	4000000	2105	1078291	2000000	0.5391455
chr1	4000000	6000000	2256	1092930	2000000	0.5464650
chr1	6000000	8000000	2268	1117873	2000000	0.5589365
chr1	8000000	10000000	2411	902777	2000000	0.4513885
chr1	10000000	12000000	2151	1020552	2000000	0.5102760
chr1	12000000	14000000	1473	459629	2000000	0.2298145
chr1	14000000	16000000	861	55111	2000000	0.0275555
chr1	16000000	18000000	592	45280	2000000	0.0226400
chr1	18000000	20000000	1439	240935	2000000	0.1204675
chr1	20000000	22000000	1787	568756	2000000	0.2843780
chr1	22000000	24000000	1806	491564	2000000	0.2457820
chr1	24000000	26000000	1763	456262	2000000	0.2281310
chr1	26000000	28000000	1501	281137	2000000	0.1405685
chr1	28000000	30000000	1154	104069	2000000	0.0520345
chr1	30000000	32000000	620	43978	2000000	0.0219890
chr1	32000000	34000000	822	88749	2000000	0.0443745
chr1	34000000	36000000	1556	476541	2000000	0.2382705
chr1	36000000	38000000	1918	704529	2000000	0.3522645
chr1	38000000	40000000	2352	821994	2000000	0.4109970
chr1	40000000	42000000	2195	669285	2000000	0.3346425
chr1	42000000	44000000	2473	1013693	2000000	0.5068465
chr1	44000000	46000000	2736	1349233	2000000	0.6746165
chr1	46000000	48000000	2489	765601	2000000	0.3828005
chr1	48000000	50000000	2451	912578	2000000	0.4562890
chr1	50000000	52000000	2287	969198	2000000	0.4845990
chr1	52000000	54000000	2486	1122046	2000000	0.5610230
chr1	54000000	54558368	626	208875	558368	0.3740813
chr2	0	2000000	2015	732533	2000000	0.3662665
chr2	2000000	4000000	1956	628803	2000000	0.3144015
chr2	4000000	6000000	2379	681359	2000000	0.3406795
chr2	6000000	8000000	1983	667908	2000000	0.3339540
chr2	8000000	10000000	2345	636498	2000000	0.3182490
chr2	10000000	12000000	1585	439106	2000000	0.2195530
chr2	12000000	14000000	1389	432380	2000000	0.2161900
chr2	14000000	16000000	1743	598679	2000000	0.2993395
chr2	16000000	18000000	1296	396715	2000000	0.1983575
chr2	18000000	20000000	786	60527	2000000	0.0302635
chr2	20000000	22000000	509	31891	2000000	0.0159455
chr2	22000000	24000000	860	119604	2000000	0.0598020
chr2	24000000	26000000	1453	321504	2000000	0.1607520
chr2	26000000	28000000	1415	457726	2000000	0.2288630
chr2	28000000	30000000	1082	93614	2000000	0.0468070
chr2	30000000	32000000	622	54761	2000000	0.0273805
chr2	32000000	34000000	1052	137863	2000000	0.0689315
chr2	34000000	36000000	1260	422033	2000000	0.2110165
chr2	36000000	38000000	1306	434808	2000000	0.2174040
chr2	38000000	40000000	2245	783262	2000000	0.3916310
chr2	40000000	42000000	2783	619249	2000000	0.3096245
chr2	42000000	42067943	74	26861	67943	0.3953461
chr3	0	2000000	2683	849022	2000000	0.4245110
chr3	2000000	4000000	3060	972241	2000000	0.4861205
chr3	4000000	6000000	2594	1024490	2000000	0.5122450
chr3	6000000	8000000	2502	842104	2000000	0.4210520
chr3	8000000	10000000	2503	949281	2000000	0.4746405
chr3	10000000	12000000	2761	936362	2000000	0.4681810
chr3	12000000	14000000	1954	612998	2000000	0.3064990
chr3	14000000	16000000	738	54258	2000000	0.0271290
chr3	16000000	18000000	1130	155219	2000000	0.0776095
chr3	18000000	20000000	1723	336883	2000000	0.1684415
chr3	20000000	22000000	2086	502158	2000000	0.2510790
chr3	22000000	24000000	2108	496191	2000000	0.2480955
chr3	24000000	26000000	1709	543846	2000000	0.2719230
chr3	26000000	28000000	2371	653056	2000000	0.3265280
chr3	28000000	30000000	2418	751004	2000000	0.3755020
chr3	30000000	32000000	2209	629503	2000000	0.3147515
chr3	32000000	33168691	1540	387621	1168691	0.3316711
chr4	0	2000000	2394	770339	2000000	0.3851695
chr4	2000000	4000000	2523	892176	2000000	0.4460880
chr4	4000000	6000000	2392	1039732	2000000	0.5198660
chr4	6000000	8000000	2467	959998	2000000	0.4799990
chr4	8000000	10000000	2074	744072	2000000	0.3720360
chr4	10000000	12000000	1616	531344	2000000	0.2656720
chr4	12000000	14000000	1174	334467	2000000	0.1672335
chr4	14000000	16000000	1203	317982	2000000	0.1589910
chr4	16000000	18000000	909	77420	2000000	0.0387100
chr4	18000000	20000000	1113	199084	2000000	0.0995420
chr4	20000000	22000000	1413	415548	2000000	0.2077740
chr4	22000000	24000000	2235	954497	2000000	0.4772485
chr4	24000000	26000000	2467	1112294	2000000	0.5561470
chr4	26000000	28000000	2638	1073538	2000000	0.5367690
chr4	28000000	30000000	2475	1034531	2000000	0.5172655
chr4	30000000	30543443	594	161873	543443	0.2978657
chr5	0	2000000	2002	854005	2000000	0.4270025
chr5	2000000	4000000	2137	884803	2000000	0.4424015
chr5	4000000	6000000	1955	886758	2000000	0.4433790
chr5	6000000	8000000	2330	1016210	2000000	0.5081050
chr5	8000000	10000000	1963	790636	2000000	0.3953180
chr5	10000000	12000000	1837	481870	2000000	0.2409350
chr5	12000000	14000000	1357	245751	2000000	0.1228755
chr5	14000000	16000000	614	41250	2000000	0.0206250
chr5	16000000	18000000	547	51167	2000000	0.0255835
chr5	18000000	20000000	1164	252769	2000000	0.1263845
chr5	20000000	22000000	1535	277278	2000000	0.1386390
chr5	22000000	24000000	2062	765031	2000000	0.3825155
chr5	24000000	26000000	2332	817633	2000000	0.4088165
chr5	26000000	28000000	2318	873694	2000000	0.4368470
chr5	28000000	30000000	2421	814030	2000000	0.4070150
chr5	30000000	30370256	359	130527	370256	0.3525318
chr6	0	2000000	2873	608027	2000000	0.3040135
chr6	2000000	4000000	3191	619259	2000000	0.3096295
chr6	4000000	6000000	4334	580862	2000000	0.2904310
chr6	6000000	8000000	3896	508960	2000000	0.2544800
chr6	8000000	10000000	3705	410712	2000000	0.2053560
chr6	10000000	12000000	2724	534879	2000000	0.2674395
chr6	12000000	14000000	2645	503488	2000000	0.2517440
chr6	14000000	16000000	2459	774506	2000000	0.3872530
chr6	16000000	18000000	2887	565527	2000000	0.2827635
chr6	18000000	20000000	2317	910834	2000000	0.4554170
chr6	20000000	22000000	2916	607393	2000000	0.3036965
chr6	22000000	24000000	3012	660515	2000000	0.3302575
chr6	24000000	26000000	2587	851595	2000000	0.4257975
chr6	26000000	28000000	2732	732053	2000000	0.3660265
chr6	28000000	29702001	2264	662061	1702001	0.3889898
chr7	0	2000000	2310	742822	2000000	0.3714110
chr7	2000000	4000000	1878	582964	2000000	0.2914820
chr7	4000000	6000000	1937	694254	2000000	0.3471270
chr7	6000000	8000000	1504	375186	2000000	0.1875930
chr7	8000000	10000000	615	41285	2000000	0.0206425
chr7	10000000	12000000	1216	125060	2000000	0.0625300
chr7	12000000	14000000	1447	339751	2000000	0.1698755
chr7	14000000	16000000	1569	353759	2000000	0.1768795
chr7	16000000	18000000	2058	621378	2000000	0.3106890
chr7	18000000	20000000	2104	918748	2000000	0.4593740
