chr1	0	50000	75	22087	50000	0.4417400
chr1	50000	100000	59	32576	50000	0.6515200
chr1	100000	150000	64	18684	50000	0.3736800
chr1	150000	200000	68	24969	50000	0.4993800
chr1	200000	250000	66	31019	50000	0.6203800
chr1	250000	300000	60	28973	50000	0.5794600
chr1	300000	350000	62	22632	50000	0.4526400
chr1	350000	400000	58	19977	50000	0.3995400
chr1	400000	450000	49	16415	50000	0.3283000
chr1	450000	500000	55	33064	50000	0.6612800
chr1	500000	550000	45	10451	50000	0.2090200
chr1	550000	600000	51	38901	50000	0.7780200
chr1	600000	650000	54	34080	50000	0.6816000
chr1	650000	700000	136	26197	50000	0.5239400
chr1	700000	750000	56	11045	50000	0.2209000
chr1	750000	800000	32	12032	50000	0.2406400
chr1	800000	850000	51	4784	50000	0.0956800
chr1	850000	900000	60	13145	50000	0.2629000
chr1	900000	950000	69	8497	50000	0.1699400
chr1	950000	1000000	48	13389	50000	0.2677800
chr1	1000000	1050000	62	13921	50000	0.2784200
chr1	1050000	1100000	48	14084	50000	0.2816800
chr1	1100000	1150000	46	36159	50000	0.7231800
chr1	1150000	1200000	50	13805	50000	0.2761000
chr1	1200000	1250000	76	21203	50000	0.4240600
chr1	1250000	1300000	52	13951	50000	0.2790200
chr1	1300000	1350000	58	15848	50000	0.3169600
chr1	1350000	1400000	61	20636	50000	0.4127200
chr1	1400000	1450000	53	26431	50000	0.5286200
chr1	1450000	1500000	57	20593	50000	0.4118600
chr1	1500000	1550000	54	18251	50000	0.3650200
chr1	1550000	1600000	82	31943	50000	0.6388600
chr1	1600000	1650000	66	30844	50000	0.6168800
chr1	1650000	1700000	54	16824	50000	0.3364800
chr1	1700000	1750000	63	23800	50000	0.4760000
chr1	1750000	1800000	67	35533	50000	0.7106600
chr1	1800000	1850000	58	20806	50000	0.4161200
chr1	1850000	1900000	69	21862	50000	0.4372400
chr1	1900000	1950000	42	21331	50000	0.4266200
chr1	1950000	2000000	41	38684	50000	0.7736800
chr1	2000000	2050000	37	42882	50000	0.8576400
chr1	2050000	2100000	42	43924	50000	0.8784800
chr1	2100000	2150000	34	47526	50000	0.9505200
chr1	2150000	2200000	33	43316	50000	0.8663200
chr1	2200000	2250000	49	39383	50000	0.7876600
chr1	2250000	2300000	67	31404	50000	0.6280800
chr1	2300000	2350000	43	34821	50000	0.6964200
chr1	2350000	2400000	57	11695	50000	0.2339000
chr1	2400000	2450000	44	11233	50000	0.2246600
chr1	2450000	2500000	19	46425	50000	0.9285000
chr1	2500000	2550000	45	29877	50000	0.5975400
chr1	2550000	2600000	53	5296	50000	0.1059200
chr1	2600000	2650000	58	8074	50000	0.1614800
chr1	2650000	2700000	78	24112	50000	0.4822400
chr1	2700000	2750000	60	15243	50000	0.3048600
chr1	2750000	2800000	83	27622	50000	0.5524400
chr1	2800000	2850000	47	29831	50000	0.5966200
chr1	2850000	2900000	58	23628	50000	0.4725600
chr1	2900000	2950000	48	12957	50000	0.2591400
chr1	2950000	3000000	45	20402	50000	0.4080400
chr1	3000000	3050000	53	13486	50000	0.2697200
chr1	3050000	3100000	53	12255	50000	0.2451000
chr1	3100000	3150000	63	16322	50000	0.3264400
chr1	3150000	3200000	70	24505	50000	0.4901000
chr1	3200000	3250000	51	22586	50000	0.4517200
chr1	3250000	3300000	29	16178	50000	0.3235600
chr1	3300000	3350000	38	29098	50000	0.5819600
chr1	3350000	3400000	50	22392	50000	0.4478400
chr1	3400000	3450000	76	42652	50000	0.8530400
chr1	3450000	3500000	53	33877	50000	0.6775400
chr1	3500000	3550000	55	27478	50000	0.5495600
chr1	3550000	3600000	87	34600	50000	0.6920000
chr1	3600000	3650000	63	37732	50000	0.7546400
chr1	3650000	3700000	58	16931	50000	0.3386200
chr1	3700000	3750000	36	29660	50000	0.5932000
chr1	3750000	3800000	62	33302	50000	0.6660400
