chromosome  window_start  window_end  n_genes  gene_coverage  window_size  gene_proportion
chr1	0	2000000	95	287095	2000000	0.1435475
chr1	2000000	4000000	94	254254	2000000	0.1271270
chr1	4000000	6000000	41	145446	2000000	0.0727230
chr1	6000000	8000000	72	177752	2000000	0.0888760
chr1	8000000	10000000	130	249074	2000000	0.1245370
chr1	10000000	12000000	118	207071	2000000	0.1035355
chr1	12000000	14000000	371	739882	2000000	0.3699410
chr1	14000000	16000000	335	992655	2000000	0.4963275
chr1	16000000	18000000	494	1146223	2000000	0.5731115
chr1	18000000	20000000	302	777739	2000000	0.3888695
chr1	20000000	22000000	259	555181	2000000	0.2775905
chr1	22000000	24000000	195	525250	2000000	0.2626250
chr1	24000000	26000000	295	606264	2000000	0.3031320
chr1	26000000	28000000	373	867542	2000000	0.4337710
chr1	28000000	30000000	311	994598	2000000	0.4972990
chr1	30000000	32000000	506	1249726	2000000	0.6248630
chr1	32000000	34000000	334	977734	2000000	0.4888670
chr1	34000000	36000000	367	697495	2000000	0.3487475
chr1	36000000	38000000	157	329135	2000000	0.1645675
chr1	38000000	40000000	146	227674	2000000	0.1138370
chr1	40000000	42000000	67	149705	2000000	0.0748525
chr1	42000000	44000000	77	186379	2000000	0.0931895
chr1	44000000	46000000	88	188960	2000000	0.0944800
chr1	46000000	48000000	35	60209	2000000	0.0301045
chr1	48000000	50000000	13	18810	2000000	0.0094050
chr1	50000000	52000000	21	65474	2000000	0.0327370
chr1	52000000	54000000	61	167770	2000000	0.0838850
chr1	54000000	54558368	13	29034	558368	0.0519980
chr2	0	2000000	76	193310	2000000	0.0966550
chr2	2000000	4000000	74	140595	2000000	0.0702975
chr2	4000000	6000000	71	182473	2000000	0.0912365
chr2	6000000	8000000	71	126050	2000000	0.0630250
chr2	8000000	10000000	143	261257	2000000	0.1306285
chr2	10000000	12000000	179	350091	2000000	0.1750455
chr2	12000000	14000000	297	478713	2000000	0.2393565
chr2	14000000	16000000	360	703478	2000000	0.3517390
chr2	16000000	18000000	508	829058	2000000	0.4145290
chr2	18000000	20000000	321	877112	2000000	0.4385560
chr2	20000000	22000000	460	1251572	2000000	0.6257860
chr2	22000000	24000000	352	943026	2000000	0.4715130
chr2	24000000	26000000	361	805210	2000000	0.4026050
chr2	26000000	28000000	403	704998	2000000	0.3524990
chr2	28000000	30000000	268	678582	2000000	0.3392910
chr2	30000000	32000000	382	1119678	2000000	0.5598390
chr2	32000000	34000000	432	948532	2000000	0.4742660
chr2	34000000	36000000	221	377350	2000000	0.1886750
chr2	36000000	38000000	289	521974	2000000	0.2609870
chr2	38000000	40000000	168	290594	2000000	0.1452970
chr2	40000000	42000000	228	475034	2000000	0.2375170
chr2	42000000	42067943	9	14924	67943	0.2196547
chr3	0	2000000	69	198322	2000000	0.0991610
chr3	2000000	4000000	41	74037	2000000	0.0370185
chr3	4000000	6000000	37	60091	2000000	0.0300455
chr3	6000000	8000000	83	220392	2000000	0.1101960
chr3	8000000	10000000	91	136093	2000000	0.0680465
chr3	10000000	12000000	54	111673	2000000	0.0558365
chr3	12000000	14000000	206	463836	2000000	0.2319180
